"Sygnatura czasowa","Płeć","Wiek","Wykształcenie","Z jakich form nauki korzystasz?","Jak oceniasz poziom nauki informatyki w szkole?","Czy uważasz, że twój nauczyciel/ka z informatyki miał/a wystarczające kwalifikacje do nauki tego przedmiotu?","Które zagadnienia były omawiane na Twoich lekcjach informatyki? ","Czy uważasz, że darmowa platforma e-learningowa pomagająca w nauce do matury z informatyki jest potrzebna?","Czy przystępowałeś już do egzaminu maturalnego?","Czy roważałeś/aś kiedykolwiek związanie swojej kariery zawodowej z branżą IT?","Czy rozważałeś/aś podejście do matury w przyszłości?","Czy przystępowałeś do matury z informatyki?","Jeśli nie przystępowałeś do matury z informatyki, to dlaczego?","Do klasy o jakim profilu chodzisz?","Czy rozważasz swoją przyszłą karierę w IT?","Jakie przedmioty rozszerzone planujesz wybrać?","Czy uważasz, że zajęcia w szkole wystarczą do dobrego przygotowania do matury z informatyki?","Czy miałeś/aś możliwość wybrania rozszerzenia z informatyki? Czy w Twojej szkole istnieje klasa o profilu informatycznym?","Czy korzystasz z korepetycji z informatyki?","Jak często korzystałeś/aś lub korzystasz z podręcznika do informatyki?","Przygotowując się do tej matury jak często korzystałeś/aś lub korzystasz z materiałów dostępnych w internecie?","Jak oceniasz dostępność i jakość materiałów do nauki do matury z informatyki?","Czy materiały z których korzystasz są dostępne bezpłatnie?"
"2023/01/03 8:21:03 AM CET","Kobieta","18-26 lat","Średnie (technikum)","Książki i podręczniki;Tutoriale na YT","3","Tak","Programowanie (Python / C++ / Java);Arkusz kalkulacyjny (Excel);Bazy danych (Access);Schematy blokowe;Algorytmika","Tak, ale sam bym z niej nie korzystał/a","Tak","","","Tak","","","","","","","Nie","2","4","3","Tak"
"2023/01/03 8:26:07 AM CET","Mężczyzna","18-26 lat","Wyższe lub w trakcie studiów","Książki i podręczniki;Tutoriale na YT","3","Nie","Programowanie (Python / C++ / Java);Arkusz kalkulacyjny (Excel);Bazy danych (Access);Schematy blokowe;Algorytmika;Systemy liczbowe (binarny, szesnastkowy itd.);Sieci komputerowe","Tak, to może być bardzo przydatne narzędzie","","","","Tak","","","","","","","Nie","2","5","3","W większości tak"
"2023/01/03 8:34:20 AM CET","Mężczyzna","18-26 lat","Średnie (liceum)","Książki i podręczniki;Tutoriale na YT;Kursy online (płatne)","2","Nie","Obsługa edytorów tekstowych (Word);Programy graficzne (Paint, Gimp);Arkusz kalkulacyjny (Excel);Sieci komputerowe","Tak, to może być bardzo przydatne narzędzie","Tak","","","Nie","Nie czułem się na siłach, oraz nie interesowała mnie.","","","","","","","","","",""
"2023/01/03 8:42:38 AM CET","Mężczyzna","18-26 lat","Wyższe lub w trakcie studiów","Książki i podręczniki;Tutoriale na YT;Kursy stacjonarne","3","Tak","Obsługa edytorów tekstowych (Word);Programy graficzne (Paint, Gimp);Programowanie (Python / C++ / Java);Arkusz kalkulacyjny (Excel);Bazy danych (Access);Schematy blokowe;Systemy liczbowe (binarny, szesnastkowy itd.);Sieci komputerowe","Tak, to może być bardzo przydatne narzędzie","","","","Tak","","","","","","","Nie","1","4","2","Tak"
"2023/01/03 9:02:44 AM CET","Mężczyzna","18-26 lat","Wyższe lub w trakcie studiów","Książki i podręczniki;Tutoriale na YT","2","Tak","Programowanie (Python / C++ / Java);Bazy danych (Access);SQL;Algorytmika;Systemy liczbowe (binarny, szesnastkowy itd.)","Nie, taka forma nauki nie ma sensu","","","","Tak","","","","","","","Nie","1","4","2","W większości tak"
"2023/01/03 9:11:42 AM CET","Mężczyzna","18-26 lat","Wyższe lub w trakcie studiów","Książki i podręczniki;Tutoriale na YT;Kursy online (bezpłatne);Strony i platformy e-learningowe","5","Tak","Obsługa edytorów tekstowych (Word);Programy graficzne (Paint, Gimp);Programowanie (Python / C++ / Java);Arkusz kalkulacyjny (Excel);Bazy danych (Access);SQL;Systemy liczbowe (binarny, szesnastkowy itd.);Sieci komputerowe","Tak, ale sam bym z niej nie korzystał/a","","","","Tak","","","","","","","","1","5","5","Tak"
"2023/01/03 9:22:21 AM CET","Mężczyzna","Poniżej 18 roku życia","Podstawowe","Książki i podręczniki;Tutoriale na YT;Korepetycje","3","Tak","Obsługa edytorów tekstowych (Word);Programy graficzne (Paint, Gimp);Podstawy programowania (Logomocja, Scratch);Programowanie (Python / C++ / Java);Arkusz kalkulacyjny (Excel);Algorytmika;Systemy liczbowe (binarny, szesnastkowy itd.);Sieci komputerowe;Cyberbezpieczeństwo","Nie, jest wystarczająco dużo takich platform","Nie, skończyłem/am szkołę, ale nie podchodziłem/am do matury","Nie","Nie","","","","","","","","","","","",""
"2023/01/03 11:03:16 AM CET","Kobieta","18-26 lat","Wyższe lub w trakcie studiów","Tutoriale na YT;Kursy online (bezpłatne)","3","Nie wiem","Obsługa edytorów tekstowych (Word);Programy graficzne (Paint, Gimp);Programowanie (Python / C++ / Java);Arkusz kalkulacyjny (Excel);Bazy danych (Access);SQL;Schematy blokowe;Algorytmika;Systemy liczbowe (binarny, szesnastkowy itd.);Sieci komputerowe","Tak, to może być bardzo przydatne narzędzie","","","","Tak","","","","","","","Nie","1","5","3","W większości tak"
"2023/01/03 11:16:53 AM CET","Mężczyzna","18-26 lat","Wyższe lub w trakcie studiów","Tutoriale na YT;Kursy online (płatne);Kursy online (bezpłatne);Kursy stacjonarne;Strony i platformy e-learningowe","1","Nie","Obsługa edytorów tekstowych (Word);Programy graficzne (Paint, Gimp);Podstawy programowania (Logomocja, Scratch);Programowanie (Python / C++ / Java);Programowanie (Pascal lub inne);Arkusz kalkulacyjny (Excel);Bazy danych (Access);SQL;Schematy blokowe;Algorytmika;Systemy liczbowe (binarny, szesnastkowy itd.);Sieci komputerowe;Cyberbezpieczeństwo","Tak, to może być bardzo przydatne narzędzie","","","","Tak","","","","","","","Nie","1","5","4","Różnie"
"2023/01/03 11:17:58 AM CET","Kobieta","18-26 lat","Wyższe lub w trakcie studiów","Książki i podręczniki;Tutoriale na YT","2","Tak","Programowanie (Python / C++ / Java);Arkusz kalkulacyjny (Excel);Bazy danych (Access);SQL;Schematy blokowe;Algorytmika;Systemy liczbowe (binarny, szesnastkowy itd.)","Tak, to może być bardzo przydatne narzędzie","","","","Tak","","","","","","","Nie","1","3","2","W większości tak"
"2023/01/03 11:23:45 AM CET","Kobieta","18-26 lat","Wyższe lub w trakcie studiów","Tutoriale na YT;Kursy online (bezpłatne);Strony i platformy e-learningowe","3","Nie","Obsługa edytorów tekstowych (Word);Programy graficzne (Paint, Gimp);Arkusz kalkulacyjny (Excel)","Tak, to może być bardzo przydatne narzędzie","","","","Nie","Nie było mi to potrzebne","","","","","","","","","",""
"2023/01/03 11:28:34 AM CET","Kobieta","18-26 lat","Średnie (liceum)","Książki i podręczniki;Korepetycje","2","Nie","Obsługa edytorów tekstowych (Word);Programy graficzne (Paint, Gimp);Podstawy programowania (Logomocja, Scratch);Programowanie (Python / C++ / Java);Arkusz kalkulacyjny (Excel)","Tak, ale sam bym z niej nie korzystał/a","Tak","","","Nie","Wystarczyła mi fizyka, z informatyki mało by mi pomogli nauczycciele","","","","","","","","","",""
"2023/01/03 11:31:13 AM CET","Mężczyzna","Poniżej 18 roku życia","Średnie (liceum)","Książki i podręczniki;Tutoriale na YT;Korepetycje;Kursy online (bezpłatne)","3","Tak","Obsługa edytorów tekstowych (Word);Programowanie (Python / C++ / Java);Arkusz kalkulacyjny (Excel);Systemy liczbowe (binarny, szesnastkowy itd.)","Tak, to może być bardzo przydatne narzędzie","Nie, jeszcze się uczę","","","","","mat-fiz / mat-fiz-inf / mat-inf","Tak","Informatyka;Matematyka","Nie","Tak","Nie","2","4","3","Różnie"
"2023/01/03 1:26:09 PM CET","Mężczyzna","18-26 lat","Wyższe lub w trakcie studiów","Tutoriale na YT;Kursy online (płatne);Kursy online (bezpłatne)","3","Tak","Obsługa edytorów tekstowych (Word);Programy graficzne (Paint, Gimp);Podstawy programowania (Logomocja, Scratch);Programowanie (Python / C++ / Java);Programowanie (Pascal lub inne);Arkusz kalkulacyjny (Excel);Bazy danych (Access);SQL;Schematy blokowe;Algorytmika;Systemy liczbowe (binarny, szesnastkowy itd.);Sieci komputerowe;Cyberbezpieczeństwo","Tak, to może być bardzo przydatne narzędzie","","","","Tak","","","","","","","Nie","2","5","4","W większości tak"
"2023/01/03 1:29:18 PM CET","Mężczyzna","18-26 lat","Średnie (liceum)","Książki i podręczniki;Tutoriale na YT;Strony i platformy e-learningowe","4","Tak","Programowanie (Python / C++ / Java);Arkusz kalkulacyjny (Excel);Bazy danych (Access);SQL;Schematy blokowe;Algorytmika;Systemy liczbowe (binarny, szesnastkowy itd.)","Tak, to może być bardzo przydatne narzędzie","Tak","","","Tak","","","","","","","Nie","2","4","1","Tak"
"2023/01/03 2:39:08 PM CET","Kobieta","Poniżej 18 roku życia","Średnie (liceum)","Książki i podręczniki;Tutoriale na YT;Korepetycje","3","Tak","Obsługa edytorów tekstowych (Word);Programy graficzne (Paint, Gimp);Podstawy programowania (Logomocja, Scratch);Programowanie (Python / C++ / Java);Programowanie (Pascal lub inne);Arkusz kalkulacyjny (Excel);Systemy liczbowe (binarny, szesnastkowy itd.);Sieci komputerowe;Cyberbezpieczeństwo","Tak, to może być bardzo przydatne narzędzie","Nie, jeszcze się uczę","","","","","humanistyczna (polski / historia / wos )","Nie","Polski, Angielski, Historia","Nie","Tak","Nie","1","1","3","Tak"
"2023/01/03 2:46:29 PM CET","Kobieta","Poniżej 18 roku życia","Podstawowe","Książki i podręczniki;Tutoriale na YT;Korepetycje","4","Tak","Obsługa edytorów tekstowych (Word);Programy graficzne (Paint, Gimp);Podstawy programowania (Logomocja, Scratch);Arkusz kalkulacyjny (Excel);SQL;Sieci komputerowe;Cyberbezpieczeństwo","Tak, to może być bardzo przydatne narzędzie","Nie, jeszcze się uczę","","","","","mat-fiz / mat-fiz-inf / mat-inf","Nie","Matematyka;Fizyka","Nie dotyczy","Nie","Nie","1","3","2","Różnie"
"2023/01/03 3:02:11 PM CET","Wolę nie podawać","18-26 lat","Średnie (technikum)","Książki i podręczniki","3","Tak","Obsługa edytorów tekstowych (Word);Programy graficzne (Paint, Gimp);Podstawy programowania (Logomocja, Scratch);Programowanie (Python / C++ / Java);Arkusz kalkulacyjny (Excel);Schematy blokowe;Algorytmika;Systemy liczbowe (binarny, szesnastkowy itd.);Cyberbezpieczeństwo","Tak, to może być bardzo przydatne narzędzie","Nie, jeszcze się uczę","","","","","","Nie","","Nie","Nie","Nie","3","4","4","Różnie"
"2023/01/03 4:07:05 PM CET","Kobieta","18-26 lat","Wyższe lub w trakcie studiów","Książki i podręczniki;Tutoriale na YT;Kursy online (bezpłatne);Strony i platformy e-learningowe","1","Nie","Obsługa edytorów tekstowych (Word);Programy graficzne (Paint, Gimp);Podstawy programowania (Logomocja, Scratch);Arkusz kalkulacyjny (Excel)","Tak, to może być bardzo przydatne narzędzie","","","","Nie","","","","","","","","","","",""
"2023/01/03 4:08:54 PM CET","Kobieta","18-26 lat","Wyższe lub w trakcie studiów","Tutoriale na YT;Kursy online (płatne)","3","Nie","Obsługa edytorów tekstowych (Word);Programy graficzne (Paint, Gimp);Podstawy programowania (Logomocja, Scratch);Programowanie (Python / C++ / Java);Arkusz kalkulacyjny (Excel);Bazy danych (Access);Schematy blokowe;Algorytmika;Systemy liczbowe (binarny, szesnastkowy itd.);Sieci komputerowe","Tak, to może być bardzo przydatne narzędzie","","","","Tak","","","","","","","Tak","2","5","4","Różnie"
"2023/01/03 4:39:40 PM CET","Mężczyzna","18-26 lat","Średnie (technikum)","Książki i podręczniki;Tutoriale na YT;Kursy online (płatne);Kursy online (bezpłatne)","1","Nie","Programowanie (Python / C++ / Java);Bazy danych (Access);SQL","Tak, to może być bardzo przydatne narzędzie","Nie, jeszcze się uczę","","","","","mat-fiz / mat-fiz-inf / mat-inf","Tak","Informatyka;Matematyka","Nie","Nie","Nie","1","3","2","Tak"
"2023/01/03 4:44:22 PM CET","Mężczyzna","18-26 lat","Średnie (technikum)","Książki i podręczniki;Tutoriale na YT","2","Nie wiem","Obsługa edytorów tekstowych (Word);Programy graficzne (Paint, Gimp);Podstawy programowania (Logomocja, Scratch)","Tak, ale sam bym z niej nie korzystał/a","Nie, jeszcze się uczę","","","","","technikum leśne","Nie","Angielski, Polski, Biologia","Nie","Nie","Nie","1","3","","Tak"
"2023/01/03 4:50:12 PM CET","Mężczyzna","Poniżej 18 roku życia","Średnie (technikum)","Tutoriale na YT;Strony i platformy e-learningowe","1","Nie","Obsługa edytorów tekstowych (Word);Programy graficzne (Paint, Gimp);Programowanie (Python / C++ / Java);Arkusz kalkulacyjny (Excel);Bazy danych (Access);SQL;Schematy blokowe;Systemy liczbowe (binarny, szesnastkowy itd.);Sieci komputerowe","Tak, to może być bardzo przydatne narzędzie","Nie, jeszcze się uczę","","","","","mat-fiz / mat-fiz-inf / mat-inf","Tak","Informatyka;Matematyka","Nie","Tak","Nie","1","5","3","Tak"
"2023/01/03 4:51:03 PM CET","Kobieta","18-26 lat","Wyższe lub w trakcie studiów","Książki i podręczniki;Kursy online (płatne);Strony i platformy e-learningowe","2","Nie","Obsługa edytorów tekstowych (Word);Programy graficzne (Paint, Gimp);Arkusz kalkulacyjny (Excel)","Tak, to może być bardzo przydatne narzędzie","","","","Nie","byłam na profilu biologiczno chemicznym ","","","","","","","","","",""
"2023/01/03 5:11:24 PM CET","Kobieta","18-26 lat","Średnie (liceum)","Książki i podręczniki;Tutoriale na YT;Korepetycje","2","Nie wiem","Obsługa edytorów tekstowych (Word);Programy graficzne (Paint, Gimp);Podstawy programowania (Logomocja, Scratch);Arkusz kalkulacyjny (Excel);Cyberbezpieczeństwo","Tak, to może być bardzo przydatne narzędzie","Nie, jeszcze się uczę","","","","","humanistyczna (polski / historia / wos )","Może","Geografia ","Nie dotyczy","Tak","Nie","1","2","3","W większości tak"
"2023/01/03 5:22:19 PM CET","Kobieta","Poniżej 18 roku życia","Średnie (liceum)","Książki i podręczniki;Tutoriale na YT","3","Tak","Obsługa edytorów tekstowych (Word);Podstawy programowania (Logomocja, Scratch);Programowanie (Python / C++ / Java);Arkusz kalkulacyjny (Excel);Bazy danych (Access);Systemy liczbowe (binarny, szesnastkowy itd.);Sieci komputerowe;Cyberbezpieczeństwo","Tak, ale sam bym z niej nie korzystał/a","Nie, jeszcze się uczę","","","","","mat-geo-ang","Nie","Matematyka","Nie","Nie","Nie","1","1","2","W większości tak"
"2023/01/03 5:22:46 PM CET","Kobieta","18-26 lat","Wyższe lub w trakcie studiów","Książki i podręczniki;Tutoriale na YT;Korepetycje;Kursy online (płatne);Kursy online (bezpłatne);Strony i platformy e-learningowe","2","Nie","Obsługa edytorów tekstowych (Word)","Tak, to może być bardzo przydatne narzędzie","","","","Nie","Nigdy nie rozumiałam informatyki ","","","","","","","","","",""
"2023/01/03 6:04:26 PM CET","Mężczyzna","18-26 lat","Podstawowe","Książki i podręczniki;Tutoriale na YT;Kursy online (bezpłatne);Strony i platformy e-learningowe","1","Tak","Obsługa edytorów tekstowych (Word);Programowanie (Python / C++ / Java);SQL;Algorytmika;Systemy liczbowe (binarny, szesnastkowy itd.)","Tak, to może być bardzo przydatne narzędzie","Nie, jeszcze się uczę","","","","","Technikum (tech-informatyk)","Tak","Informatyka;Matematyka","Nie","Tak","Nie","1","5","5","W większości tak"
"2023/01/03 6:09:36 PM CET","Kobieta","18-26 lat","Wyższe lub w trakcie studiów","Książki i podręczniki;Kursy online (bezpłatne);Kursy stacjonarne;Strony i platformy e-learningowe","1","Nie","Obsługa edytorów tekstowych (Word);Programy graficzne (Paint, Gimp)","Tak, to może być bardzo przydatne narzędzie","","","","Nie","Moja wiedza była niewystarczająca dodatkowo moja szkoła nie promowała ani nie pomagała w zdaniu takiej matury ","","","","","","","","","",""
"2023/01/03 6:51:28 PM CET","Kobieta","Poniżej 18 roku życia","Średnie (liceum)","Książki i podręczniki;Tutoriale na YT","1","Nie","Obsługa edytorów tekstowych (Word);Podstawy programowania (Logomocja, Scratch);Programowanie (Python / C++ / Java);Arkusz kalkulacyjny (Excel);Cyberbezpieczeństwo","Tak, to może być bardzo przydatne narzędzie","Nie, jeszcze się uczę","","","","","Mat-geo","Może","Matematyka","Nie","Nie","Nie","1","4","3","Różnie"
"2023/01/03 7:24:46 PM CET","Mężczyzna","18-26 lat","Wyższe lub w trakcie studiów","Kursy online (płatne);Kursy online (bezpłatne)","1","Nie","Obsługa edytorów tekstowych (Word);Programowanie (Python / C++ / Java);SQL","Nie, jest wystarczająco dużo takich platform","","","","Nie","Nie wydawała mi się potrzebna","","","","","","","","","",""
"2023/01/03 7:31:45 PM CET","Kobieta","Poniżej 18 roku życia","Podstawowe","Książki i podręczniki;Tutoriale na YT;Strony i platformy e-learningowe","2","Nie wiem","Obsługa edytorów tekstowych (Word);Programy graficzne (Paint, Gimp);Podstawy programowania (Logomocja, Scratch);Programowanie (Python / C++ / Java);Arkusz kalkulacyjny (Excel);Systemy liczbowe (binarny, szesnastkowy itd.);Cyberbezpieczeństwo","Tak, to może być bardzo przydatne narzędzie","Nie, jeszcze się uczę","","","","","biol-chem / mat-biol / mat-chem","Nie","Chemia","Nie dotyczy","Tak","Nie","1","3","3","Tak"
"2023/01/03 7:32:49 PM CET","Kobieta","Poniżej 18 roku życia","Średnie (liceum)","Książki i podręczniki;Tutoriale na YT;Korepetycje;Kursy online (bezpłatne)","2","Nie","Obsługa edytorów tekstowych (Word);Programy graficzne (Paint, Gimp);Podstawy programowania (Logomocja, Scratch);Programowanie (Python / C++ / Java);Arkusz kalkulacyjny (Excel);Systemy liczbowe (binarny, szesnastkowy itd.);Cyberbezpieczeństwo","Tak, ale sam bym z niej nie korzystał/a","Nie, jeszcze się uczę","","","","","mat-geo","Nie","Matematyka;Fizyka","Nie dotyczy","Tak","Nie","1","4","","W większości tak"
"2023/01/03 8:22:08 PM CET","Kobieta","Poniżej 18 roku życia","Średnie (liceum)","Książki i podręczniki","3","Tak","Obsługa edytorów tekstowych (Word);Programy graficzne (Paint, Gimp);Arkusz kalkulacyjny (Excel);Algorytmika;Systemy liczbowe (binarny, szesnastkowy itd.);Sieci komputerowe;Cyberbezpieczeństwo","Tak, ale sam bym z niej nie korzystał/a","Nie, jeszcze się uczę","","","","","Mundorowka ","Nie","Matematyka","Nie dotyczy","Tak","Nie","1","1","3","Różnie"
"2023/01/03 8:31:22 PM CET","Kobieta","18-26 lat","Wyższe lub w trakcie studiów","Tutoriale na YT","5","Tak","Programowanie (Python / C++ / Java);Arkusz kalkulacyjny (Excel);Bazy danych (Access);SQL;Schematy blokowe;Algorytmika;Systemy liczbowe (binarny, szesnastkowy itd.);Sieci komputerowe;Cyberbezpieczeństwo","Tak, to może być bardzo przydatne narzędzie","","","","Tak","","","","","","","Nie","1","5","5","Tak"
"2023/01/03 8:44:46 PM CET","Kobieta","18-26 lat","Średnie (technikum)","Książki i podręczniki;Tutoriale na YT;Korepetycje","1","Nie","Obsługa edytorów tekstowych (Word);Programy graficzne (Paint, Gimp);Cyberbezpieczeństwo","Tak, to może być bardzo przydatne narzędzie","Nie, jeszcze się uczę","","","","","Mat ang","Nie","Matematyka","Nie","Nie","Nie","1","1","1","Tak"
"2023/01/03 8:50:08 PM CET","Kobieta","18-26 lat","Wyższe lub w trakcie studiów","Książki i podręczniki;Tutoriale na YT;Kursy online (bezpłatne)","1","Nie","Obsługa edytorów tekstowych (Word);Programy graficzne (Paint, Gimp);Arkusz kalkulacyjny (Excel)","Tak, to może być bardzo przydatne narzędzie","","","","Nie","Nie było osoby która w mojej szkole by mogła mnie do niej przygotować ","","","","","","","","","",""
"2023/01/03 9:01:02 PM CET","Kobieta","18-26 lat","Średnie (technikum)","Książki i podręczniki;Tutoriale na YT;Korepetycje;Kursy online (bezpłatne);Strony i platformy e-learningowe","1","Nie wiem","Obsługa edytorów tekstowych (Word);Programy graficzne (Paint, Gimp);Arkusz kalkulacyjny (Excel);Bazy danych (Access);SQL","Tak, to może być bardzo przydatne narzędzie","Nie, jeszcze się uczę","","","","","technik hotelarstwa","Może","angielski, polski","Nie dotyczy","Nie","Nie","1","4","1","Różnie"
"2023/01/03 9:16:08 PM CET","Kobieta","18-26 lat","Średnie (technikum)","Książki i podręczniki;Tutoriale na YT;Korepetycje","3","Nie wiem","Obsługa edytorów tekstowych (Word);Programy graficzne (Paint, Gimp);Programowanie (Python / C++ / Java);Arkusz kalkulacyjny (Excel);SQL;Algorytmika;Sieci komputerowe;Cyberbezpieczeństwo","Tak, to może być bardzo przydatne narzędzie","Nie, jeszcze się uczę","","","","","Jestem w technikum","Tak","Informatyka;Matematyka","Tak","Tak","Nie","2","3","3","W większości tak"
"2023/01/03 9:40:46 PM CET","Mężczyzna","18-26 lat","Wyższe lub w trakcie studiów","Książki i podręczniki;Tutoriale na YT;Kursy online (bezpłatne)","1","Nie","Obsługa edytorów tekstowych (Word);Podstawy programowania (Logomocja, Scratch);Arkusz kalkulacyjny (Excel)","Tak, to może być bardzo przydatne narzędzie","","","","Nie","Nie interesowałem się informatyka w liceum ","","","","","","","","","",""
"2023/01/03 9:54:30 PM CET","Mężczyzna","18-26 lat","Wyższe lub w trakcie studiów","Książki i podręczniki;Tutoriale na YT;Kursy online (płatne);Kursy online (bezpłatne);Kursy stacjonarne;Strony i platformy e-learningowe","2","Nie","Obsługa edytorów tekstowych (Word);Arkusz kalkulacyjny (Excel);Systemy liczbowe (binarny, szesnastkowy itd.)","Tak, to może być bardzo przydatne narzędzie","","","","Tak","","","","","","","Nie","1","5","1","Tak"
"2023/01/03 10:46:53 PM CET","Kobieta","Poniżej 18 roku życia","Podstawowe","Książki i podręczniki;Tutoriale na YT;Korepetycje","1","Nie wiem","Obsługa edytorów tekstowych (Word);Programy graficzne (Paint, Gimp);Podstawy programowania (Logomocja, Scratch);Arkusz kalkulacyjny (Excel);Sieci komputerowe","Nie, jest wystarczająco dużo takich platform","Nie, skończyłem/am szkołę, ale nie podchodziłem/am do matury","Nie","Nie","","","","","","","","","","","",""
"2023/01/03 11:03:50 PM CET","Kobieta","Poniżej 18 roku życia","Średnie (liceum)","Książki i podręczniki;Tutoriale na YT;Kursy online (bezpłatne)","3","Tak","Obsługa edytorów tekstowych (Word);Podstawy programowania (Logomocja, Scratch);Programowanie (Python / C++ / Java);Cyberbezpieczeństwo","Tak, to może być bardzo przydatne narzędzie","Nie, jeszcze się uczę","","","","","mat-fiz / mat-fiz-inf / mat-inf","Tak","Informatyka;Matematyka","Nie","Tak","Nie","1","4","1","Różnie"
"2023/01/03 11:48:10 PM CET","Mężczyzna","Poniżej 18 roku życia","Średnie (liceum)","Książki i podręczniki;Tutoriale na YT;Strony i platformy e-learningowe","5","Tak","Obsługa edytorów tekstowych (Word);Programy graficzne (Paint, Gimp);Podstawy programowania (Logomocja, Scratch);Programowanie (Python / C++ / Java);Programowanie (Pascal lub inne);Arkusz kalkulacyjny (Excel);Systemy liczbowe (binarny, szesnastkowy itd.);Sieci komputerowe;Cyberbezpieczeństwo","Tak, ale sam bym z niej nie korzystał/a","Nie, jeszcze się uczę","","","","","biol-chem / mat-biol / mat-chem","Nie","Matematyka;biologia, chemia, angielski","Nie dotyczy","Tak","Nie","1","4","","Tak"
"2023/01/04 1:14:48 AM CET","Kobieta","18-26 lat","Średnie (liceum)","Książki i podręczniki;Tutoriale na YT;Strony i platformy e-learningowe","2","Tak","Obsługa edytorów tekstowych (Word);Programy graficzne (Paint, Gimp);Podstawy programowania (Logomocja, Scratch);Arkusz kalkulacyjny (Excel);Sieci komputerowe;Cyberbezpieczeństwo","Tak, ale sam bym z niej nie korzystał/a","Tak","","","Nie","nie zainteresowała mnie informatyka w szkole i nie mam zdolności komputerowych i nie ma skąd się nauczyć za bardzo jak już to samemu chyba skądś z internetu ","","","","","","","","","",""
"2023/01/04 6:56:32 AM CET","Kobieta","18-26 lat","Wyższe lub w trakcie studiów","Tutoriale na YT;Kursy online (bezpłatne)","2","Nie","Obsługa edytorów tekstowych (Word);Programy graficzne (Paint, Gimp);Arkusz kalkulacyjny (Excel)","Tak, to może być bardzo przydatne narzędzie","","","","Nie","Bo nie bylam wystarczająco przygotowana","","","","","","","","","",""
"2023/01/04 7:32:10 AM CET","Wolę nie podawać","Poniżej 18 roku życia","Średnie (liceum)","Tutoriale na YT;Siostra mi pomaga","2","Nie wiem","Obsługa edytorów tekstowych (Word);Programy graficzne (Paint, Gimp);Podstawy programowania (Logomocja, Scratch);Programowanie (Python / C++ / Java);Arkusz kalkulacyjny (Excel);Schematy blokowe;Algorytmika;Cyberbezpieczeństwo","Tak, ale sam bym z niej nie korzystał/a","Nie, jeszcze się uczę","","","","","Pol/his/ang","Nie","Polski, angielski","Nie","Tak","Nie","1","5","4","Tak"
"2023/01/04 7:38:12 AM CET","Wolę nie podawać","Poniżej 18 roku życia","Podstawowe","Książki i podręczniki","3","Nie wiem","Programowanie (Pascal lub inne)","Tak, ale sam bym z niej nie korzystał/a","Nie, jeszcze się uczę","","","","","","Nie","","Nie dotyczy","Nie","Nie","1","3","","W większości tak"
"2023/01/04 7:47:30 AM CET","Wolę nie podawać","Poniżej 18 roku życia","Podstawowe","Książki i podręczniki;Tutoriale na YT;Kursy online (bezpłatne);Kursy stacjonarne;Strony i platformy e-learningowe","3","Tak","Obsługa edytorów tekstowych (Word);Programy graficzne (Paint, Gimp);Podstawy programowania (Logomocja, Scratch);Programowanie (Python / C++ / Java);Arkusz kalkulacyjny (Excel);Bazy danych (Access);Algorytmika;Systemy liczbowe (binarny, szesnastkowy itd.);Cyberbezpieczeństwo","Tak, ale sam bym z niej nie korzystał/a","Nie, jeszcze się uczę","","","","","humanistyczna (polski / historia / wos )","Nie","","Nie dotyczy","Tak","Nie","1","1","3","W większości tak"
"2023/01/04 8:04:47 AM CET","Kobieta","18-26 lat","Średnie (liceum)","Kursy stacjonarne","2","Nie","Obsługa edytorów tekstowych (Word);Programy graficzne (Paint, Gimp);Arkusz kalkulacyjny (Excel);Systemy liczbowe (binarny, szesnastkowy itd.);Cyberbezpieczeństwo","Tak, ale sam bym z niej nie korzystał/a","Nie, jeszcze się uczę","","","","","Biol-pol","Nie","Biologia polski angielski ","Nie dotyczy","Nie","Nie","1","","",""
"2023/01/04 8:10:04 AM CET","Kobieta","18-26 lat","Wyższe lub w trakcie studiów","Książki i podręczniki;Tutoriale na YT;Kursy online (bezpłatne)","3","Tak","Obsługa edytorów tekstowych (Word);Programy graficzne (Paint, Gimp);Programowanie (Python / C++ / Java);Arkusz kalkulacyjny (Excel);Bazy danych (Access);SQL;Schematy blokowe;Systemy liczbowe (binarny, szesnastkowy itd.)","Tak, ale sam bym z niej nie korzystał/a","","","","Tak","","","","","","","Nie","1","4","4","W większości tak"
"2023/01/04 8:24:18 AM CET","Wolę nie podawać","Poniżej 18 roku życia","Średnie (liceum)","Książki i podręczniki;Korepetycje","3","Nie wiem","Obsługa edytorów tekstowych (Word);Programy graficzne (Paint, Gimp);Podstawy programowania (Logomocja, Scratch);Programowanie (Python / C++ / Java);Arkusz kalkulacyjny (Excel)","Tak, ale sam bym z niej nie korzystał/a","Nie, jeszcze się uczę","","","","","humanistyczna (polski / historia / wos )","Może","Angielski i nwm","Nie","Tak","Nie","1","1","3","W większości tak"
"2023/01/04 8:43:12 AM CET","Mężczyzna","18-26 lat","Wyższe lub w trakcie studiów","Tutoriale na YT;Kursy online (bezpłatne);Strony i platformy e-learningowe","2","Nie","Obsługa edytorów tekstowych (Word);Programy graficzne (Paint, Gimp);Systemy liczbowe (binarny, szesnastkowy itd.)","Tak, to może być bardzo przydatne narzędzie","","","","Nie","W mojej szkole nie było klasy z rozszerzeniem zarówno z fizyki jak i informatyki","","","","","","","","","",""
